,Date,avg_temp,rain_mm
0,1883-01-01,4.0,122.1
1,1883-02-01,5.4,69.8
2,1883-03-01,1.5999999999999999,29.6
3,1883-04-01,8.0,74.0
4,1883-05-01,10.45,31.2
5,1883-06-01,13.5,66.2
6,1883-07-01,14.65,77.6
7,1883-08-01,15.350000000000001,32.5
8,1883-09-01,13.4,137.4
9,1883-10-01,9.55,102.9
10,1883-11-01,6.05,83.6
11,1883-12-01,4.85,48.6
12,1884-01-01,5.95,127.7
13,1884-02-01,5.05,49.4
14,1884-03-01,6.0,50.4
15,1884-04-01,6.949999999999999,48.0
16,1884-05-01,11.05,33.1
17,1884-06-01,13.45,39.7
18,1884-07-01,16.3,80.1
19,1884-08-01,17.200000000000003,36.8
20,1884-09-01,14.45,34.0
21,1884-10-01,9.3,36.5
22,1884-11-01,6.2,30.9
23,1884-12-01,4.1499999999999995,81.6
24,1885-01-01,2.5500000000000003,56.9
25,1885-02-01,5.45,76.4
26,1885-03-01,4.3,41.6
27,1885-04-01,7.5,49.5
28,1885-05-01,8.65,58.1
29,1885-06-01,13.9,76.4
30,1885-07-01,16.2,17.8
31,1885-08-01,13.25,59.5
32,1885-09-01,12.1,85.3
33,1885-10-01,7.5,172.5
34,1885-11-01,5.65,62.2
35,1885-12-01,3.95,31.9
36,1886-01-01,1.9,121.8
37,1886-02-01,1.45,14.2
38,1886-03-01,3.15,84.8
39,1886-04-01,6.85,47.5
40,1886-05-01,9.8,181.0
41,1886-06-01,12.9,26.5
42,1886-07-01,16.15,94.2
43,1886-08-01,16.25,49.7
44,1886-09-01,13.75,30.8
45,1886-10-01,10.95,125.1
46,1886-11-01,6.75,37.0
47,1886-12-01,2.2,127.7
48,1887-01-01,2.25,61.2
49,1887-02-01,4.05,13.6
50,1887-03-01,3.5999999999999996,42.5
51,1887-04-01,8.05,26.3
52,1887-05-01,8.8,46.6
53,1887-06-01,15.6,11.2
54,1887-07-01,18.15,25.2
55,1887-08-01,15.649999999999999,40.7
56,1887-09-01,11.65,57.2
57,1887-10-01,7.5,58.8
58,1887-11-01,5.1,41.0
59,1887-12-01,3.3000000000000003,66.8
60,1888-01-01,3.7,22.1
61,1888-02-01,2.0,49.5
62,1888-03-01,2.6,98.1
63,1888-04-01,5.800000000000001,52.6
64,1888-05-01,10.95,16.3
65,1888-06-01,12.649999999999999,61.8
66,1888-07-01,12.899999999999999,129.3
67,1888-08-01,14.1,61.1
68,1888-09-01,12.4,22.9
69,1888-10-01,8.15,17.4
70,1888-11-01,7.3,160.2
71,1888-12-01,5.2,52.2
72,1889-01-01,3.5,39.0
73,1889-02-01,3.3,50.8
74,1889-03-01,4.45,107.6
75,1889-04-01,6.75,92.0
76,1889-05-01,12.399999999999999,97.7
77,1889-06-01,15.25,6.1
78,1889-07-01,14.75,62.8
79,1889-08-01,15.0,69.6
80,1889-09-01,12.8,46.8
81,1889-10-01,8.35,100.1
82,1889-11-01,6.9,18.2
83,1889-12-01,3.9000000000000004,39.4
84,1890-01-01,5.449999999999999,103.7
85,1890-02-01,3.4000000000000004,21.4
86,1890-03-01,6.3,62.9
87,1890-04-01,6.4,20.8
88,1890-05-01,11.5,79.9
89,1890-06-01,13.6,48.4
90,1890-07-01,14.25,57.4
91,1890-08-01,14.4,78.2
92,1890-09-01,15.2,37.5
93,1890-10-01,10.25,37.1
94,1890-11-01,5.9,122.4
95,1890-12-01,-0.19999999999999996,16.8
96,1891-01-01,1.8000000000000003,59.5
97,1891-02-01,5.1000000000000005,1.8
98,1891-03-01,4.05,53.6
99,1891-04-01,5.2,53.0
100,1891-05-01,9.2,86.8
101,1891-06-01,13.85,89.2
102,1891-07-01,14.95,57.6
103,1891-08-01,14.2,83.5
104,1891-09-01,14.350000000000001,58.5
105,1891-10-01,9.45,102.6
106,1891-11-01,5.6,71.3
107,1891-12-01,4.05,161.4
108,1892-01-01,2.1999999999999997,63.1
109,1892-02-01,2.9000000000000004,89.8
110,1892-03-01,2.5,33.7
111,1892-04-01,7.2,24.0
112,1892-05-01,11.0,102.4
113,1892-06-01,12.950000000000001,104.0
114,1892-07-01,13.3,80.2
115,1892-08-01,15.100000000000001,69.1
116,1892-09-01,12.25,88.6
117,1892-10-01,7.2,143.7
118,1892-11-01,6.45,44.2
119,1892-12-01,2.25,22.8
120,1893-01-01,2.5,47.2
121,1893-02-01,4.3,112.0
122,1893-03-01,8.0,19.8
123,1893-04-01,9.45,19.5
124,1893-05-01,12.149999999999999,73.7
125,1893-06-01,14.65,34.0
126,1893-07-01,15.7,77.3
127,1893-08-01,17.299999999999997,40.7
128,1893-09-01,12.75,31.2
129,1893-10-01,10.15,45.9
130,1893-11-01,5.05,49.1
131,1893-12-01,4.8,104.5
132,1894-01-01,3.0999999999999996,77.1
133,1894-02-01,4.95,132.1
134,1894-03-01,6.3500000000000005,48.4
135,1894-04-01,9.1,70.0
136,1894-05-01,8.5,49.1
137,1894-06-01,13.399999999999999,60.6
138,1894-07-01,15.75,83.0
139,1894-08-01,13.95,54.5
140,1894-09-01,11.45,26.1
141,1894-10-01,8.85,128.2
142,1894-11-01,8.1,37.6
143,1894-12-01,5.3,64.8
144,1895-01-01,-0.25,115.5
145,1895-02-01,-1.3,5.8
146,1895-03-01,5.35,56.6
147,1895-04-01,8.2,49.6
148,1895-05-01,11.95,28.8
149,1895-06-01,14.399999999999999,57.1
150,1895-07-01,15.2,112.4
151,1895-08-01,16.0,55.5
152,1895-09-01,15.85,19.9
153,1895-10-01,7.3500000000000005,87.3
154,1895-11-01,7.35,114.5
155,1895-12-01,3.65,95.1
156,1896-01-01,5.2,29.7
157,1896-02-01,4.75,28.8
158,1896-03-01,6.45,89.5
159,1896-04-01,8.95,46.0
160,1896-05-01,11.5,10.4
161,1896-06-01,15.799999999999999,79.1
162,1896-07-01,16.15,23.6
163,1896-08-01,13.95,43.6
164,1896-09-01,12.7,126.8
165,1896-10-01,6.9,76.9
166,1896-11-01,4.95,28.8
167,1896-12-01,4.05,98.6
168,1897-01-01,1.2000000000000002,65.8
169,1897-02-01,5.3,96.5
170,1897-03-01,6.4,92.7
171,1897-04-01,6.45,51.4
172,1897-05-01,9.7,26.3
173,1897-06-01,14.65,90.9
174,1897-07-01,15.8,14.0
175,1897-08-01,16.1,55.7
176,1897-09-01,12.05,60.1
177,1897-10-01,9.75,26.1
178,1897-11-01,7.550000000000001,82.5
179,1897-12-01,5.1,81.8
180,1898-01-01,6.9,28.4
181,1898-02-01,4.65,58.5
182,1898-03-01,4.2,40.8
183,1898-04-01,8.05,82.9
184,1898-05-01,9.45,66.9
185,1898-06-01,13.4,32.3
186,1898-07-01,15.149999999999999,41.7
187,1898-08-01,16.2,86.2
188,1898-09-01,15.3,13.8
189,1898-10-01,11.399999999999999,84.0
190,1898-11-01,7.199999999999999,71.9
191,1898-12-01,7.05,81.7
192,1899-01-01,4.75,112.3
193,1899-02-01,4.95,51.2
194,1899-03-01,5.45,31.9
195,1899-04-01,7.7,60.1
196,1899-05-01,9.25,63.7
197,1899-06-01,15.15,63.8
198,1899-07-01,17.1,51.4
199,1899-08-01,17.2,23.0
200,1899-09-01,13.100000000000001,97.7
201,1899-10-01,9.7,73.3
202,1899-11-01,8.7,50.7
203,1899-12-01,2.2,73.0
204,1900-01-01,4.15,101.0
205,1900-02-01,2.4,113.0
206,1900-03-01,3.35,20.4
207,1900-04-01,8.299999999999999,36.0
208,1900-05-01,9.8,43.7
209,1900-06-01,14.7,78.2
210,1900-07-01,17.9,71.5
211,1900-08-01,15.0,109.5
212,1900-09-01,13.649999999999999,12.9
213,1900-10-01,9.75,66.6
214,1900-11-01,7.1,67.7
215,1900-12-01,7.1,116.7
216,1901-01-01,3.1,64.6
217,1901-02-01,2.5500000000000003,29.2
218,1901-03-01,4.0,60.4
219,1901-04-01,8.5,43.8
220,1901-05-01,11.1,23.9
221,1901-06-01,13.75,27.5
222,1901-07-01,18.05,82.1
223,1901-08-01,16.25,30.7
224,1901-09-01,13.65,22.0
225,1901-10-01,9.3,50.2
226,1901-11-01,5.55,112.0
227,1901-12-01,3.35,164.2
228,1902-01-01,4.9,37.6
229,1902-02-01,1.4500000000000002,44.5
230,1902-03-01,7.05,38.4
231,1902-04-01,7.1499999999999995,74.4
232,1902-05-01,8.5,75.0
233,1902-06-01,13.55,43.4
234,1902-07-01,14.399999999999999,51.4
235,1902-08-01,13.55,120.4
236,1902-09-01,12.85,50.9
237,1902-10-01,9.5,81.4
238,1902-11-01,6.85,63.6
239,1902-12-01,4.85,68.2
240,1903-01-01,4.05,90.3
241,1903-02-01,6.85,66.4
242,1903-03-01,6.9,97.2
243,1903-04-01,6.35,48.4
244,1903-05-01,10.25,97.4
245,1903-06-01,12.85,30.1
246,1903-07-01,15.35,58.9
247,1903-08-01,14.15,107.8
248,1903-09-01,12.850000000000001,100.5
249,1903-10-01,10.05,182.6
250,1903-11-01,6.7,42.8
251,1903-12-01,3.2,44.7
252,1904-01-01,4.1499999999999995,80.6
253,1904-02-01,2.85,131.7
254,1904-03-01,4.3,52.1
255,1904-04-01,8.65,60.4
256,1904-05-01,10.65,63.1
257,1904-06-01,13.2,17.3
258,1904-07-01,16.8,50.5
259,1904-08-01,15.149999999999999,96.1
260,1904-09-01,12.799999999999999,28.1
261,1904-10-01,10.1,17.3
262,1904-11-01,6.199999999999999,57.2
263,1904-12-01,4.05,46.8
264,1905-01-01,4.05,35.9
265,1905-02-01,5.0,32.4
266,1905-03-01,6.95,72.0
267,1905-04-01,6.949999999999999,59.5
268,1905-05-01,10.7,10.5
269,1905-06-01,14.5,77.5
270,1905-07-01,17.55,40.6
271,1905-08-01,14.75,103.0
272,1905-09-01,12.5,28.9
273,1905-10-01,7.45,44.7
274,1905-11-01,5.2,99.1
275,1905-12-01,5.25,14.9
276,1906-01-01,5.05,97.8
277,1906-02-01,3.0,76.4
278,1906-03-01,5.05,59.5
279,1906-04-01,7.1,16.0
280,1906-05-01,10.4,48.9
281,1906-06-01,14.25,44.9
282,1906-07-01,16.0,36.9
283,1906-08-01,17.05,44.1
284,1906-09-01,14.35,17.9
285,1906-10-01,10.8,141.4
286,1906-11-01,7.6,86.4
287,1906-12-01,3.35,77.4
288,1907-01-01,3.85,35.2
289,1907-02-01,3.2,57.6
290,1907-03-01,6.949999999999999,65.5
291,1907-04-01,7.4,56.7
292,1907-05-01,10.1,97.3
293,1907-06-01,12.45,92.2
294,1907-07-01,13.55,53.2
295,1907-08-01,14.399999999999999,55.9
296,1907-09-01,13.8,11.6
297,1907-10-01,9.85,136.8
298,1907-11-01,7.0,84.4
299,1907-12-01,4.4,57.0
300,1908-01-01,3.15,46.3
301,1908-02-01,5.35,58.7
302,1908-03-01,3.95,80.2
303,1908-04-01,5.65,60.2
304,1908-05-01,12.55,59.4
305,1908-06-01,13.8,39.6
306,1908-07-01,15.55,64.8
307,1908-08-01,14.350000000000001,78.4
308,1908-09-01,13.05,39.4
309,1908-10-01,12.15,28.9
310,1908-11-01,7.3999999999999995,38.1
311,1908-12-01,3.8,51.6
312,1909-01-01,3.7,51.8
313,1909-02-01,3.2,16.7
314,1909-03-01,3.5500000000000003,108.0
315,1909-04-01,9.0,43.2
316,1909-05-01,10.7,50.4
317,1909-06-01,11.649999999999999,79.4
318,1909-07-01,14.65,84.4
319,1909-08-01,15.9,55.1
320,1909-09-01,11.85,57.3
321,1909-10-01,10.3,72.6
322,1909-11-01,5.65,17.7
323,1909-12-01,3.8499999999999996,167.5
324,1910-01-01,3.5,75.0
325,1910-02-01,4.8,89.5
326,1910-03-01,6.45,22.7
327,1910-04-01,7.0,61.4
328,1910-05-01,10.850000000000001,60.8
329,1910-06-01,14.600000000000001,66.1
330,1910-07-01,14.0,45.9
331,1910-08-01,15.149999999999999,87.9
332,1910-09-01,12.55,7.6
333,1910-10-01,10.75,58.8
334,1910-11-01,3.4000000000000004,102.2
335,1910-12-01,6.1,109.5
336,1911-01-01,3.95,31.8
337,1911-02-01,5.05,74.3
338,1911-03-01,4.6,30.9
339,1911-04-01,7.3999999999999995,35.3
340,1911-05-01,12.9,25.1
341,1911-06-01,14.2,53.5
342,1911-07-01,17.9,3.8
343,1911-08-01,18.2,43.8
